Timestamp,Chat,Sender,Message
"2025-03-11 09:54:47","Мама","Мама","а что за покрытие?"
"2025-03-11 09:54:32","Мама","влад кяуне","спасибо 🙏"
"2025-03-11 09:44:37","@ Alumni Association (AAA)","Vlad Patserin","Привет! Ищу человека, кто сможет за вознаграждение забрать документы из консульства Финляндии, переслать службой доставки в СПб. Может кому-то из янг аламни будет интересно."
"2025-03-11 09:40:14","Матобразование+","Матобразование+","В этом году команда России не принимает участие в ЕГМО. 
Поздравляю с прошедшим праздником всех участниц Ассары!🌷🌷🌷"
"2025-03-11 08:47:09","Meduza Breaking","Meduza Breaking","[Photo] Дроны атаковали Москву и Подмосковье
Под удар украинских беспилотников попали жилые дома. Один человек погиб, есть раненые 

https://meduza.io/feature/2025/03/11/desyatki-ukrainskih-bespilotnikov-atakovali-moskvu-i-podmoskovie-pod-udar-popali-zhilye-doma-odin-chelovek-pogib-est-ranenye"
"2025-03-10 23:06:58","МШНК 2 КУРС","Виктория Кругликова","https://reg.moscowfilmfestival.ru:8081/students?fbclid=PAY2xjawI8JatleHRuA2FlbQIxMQABpvjSKiXESl3KAu1RGGo1E69jwxSo5ojyTZvirOf3ingRvOv6nWhkIP1Edg_aem_ns1RYRBJog3aLLAJdDHhYQ"
"2025-03-10 22:57:18","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","[Media] Санкт-Петербургская олимпиада по физике объявила проходные на практический тур и опубликовала списки приглашенных учеников 9-11 классов ✍️

Победителей заключительного теортура приглашаем в экспериментальный тур!

Экспериментальный тур 9-11 классов состоится 16 марта в ЮМШ (533 лицей) по адресу Таллинская ул. д. 26.

Регистрация на тур очная, с 10:30. Начало тура 11:00.

На тур необходимо принести сменную обувь, письменные принадлежности, 4 листа миллиметровой бумаги.

По 9-11 классу в экспериментальный тур приглашаются участники, набравшие:

9 класса 29 баллов
10 класс 40 баллов
11 класс 31 балл

Об экспериментальном туре 7-8 классов будет объявлено позднее.

Подробнее: https://www.physolymp.spb.ru/"
"2025-03-10 22:03:37","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","[Photo] Профильная смена «Школа менеджера» от Академии талантов (Санкт-Петербург) пройдёт с 24 по 29 марта на базе Высшей школы менеджмента СПбГУ (Волховский переулок, 3).

Профильная смена «Школа менеджера» ориентирована на\ учащихся 9-11 классов, увлеченных управленческим искусством.

Отбор проводится на основании мотивационных писем и эссе. Участие бесплатное.

Участники смены узнают, как генерировать прорывные идеи для стартапов, побывают в университетском кампусе «Михайловская дача» и пообщаются с экспертами и выпускниками СПбГУ.

Учащиеся из других городов могут зарегистрироваться по ссылке и присоединиться к занятиям онлайн.
Заявки принимаются до 16 марта

Подробнее:
https://academtalant.ru/learning/shkola-menedzhera-10/"
"2025-03-10 21:22:38","@ Alumni Association (AAA)","Юлия Мехоношина 🍷","[Photo] Я как-то забыла шляпу в международном автобусе Минсктранса, о чем написала им письмо на офиц адрес. Мне пришел на почту офиц ответ от директора Минсктранса с тем где и как я смогу забрать шляпу, а потом еще мне стал писать в вотсап сам водитель. Шляпу забирала подруга, и водитель запросил ее полное фио и фото, чтобы точно ей передать. Но цель этого сообщения в том, что у них водители на связи, и могут помочь с междугородней доставкой лекарства: Варшава-Минск-Москва. 
https://minsktrans.by"
"2025-03-10 21:19:32","@ Alumni Association (AAA)","Vera Bogatykh","Дорогие друзья, по просьбе подруги срочно ищу хирурга, который работают с переломами у пожилых людей. Нужен для 2-го мнения: штифты или замена сустава. Проблема в том, что решение нужно принять срочно и поэтому стандартный подход (записаться, подождать 2 недели и пр) не  подойдет ((( нужен личный контакт, чтобы можно было оперативно созвониться. «Срочно ищу хирурга маме (перелом шейки бедра) срок сутки. 
Дилемма штифты ставить или сустав менять . Сейчас мама в ЦКБ . Там штифты предлагают. нужно третье мнение . (Второе из Германии пришло, что сустав менять). 
И если менять сустав то кто делает хорошо в Москве по европейскому протоколу чтобы не 2 часа наркоз, а 30 мин. Кто-то сталкивался?»"
"2025-03-10 21:03:29","@ Alumni Association (AAA)","Daria Kurennaya","Добавление про последнее звено: Vozim.by из Минска в Москву доставляет за день-два"
"2025-03-10 20:56:40","@ Alumni Association (AAA)","Alena Shlykova","Можно тут попробовать @LuggageSurfingBot там народ пишет кто куда едет"
"2025-03-10 20:44:41","@ Alumni Association (AAA)","Paul","Вообще, если кто-то может его в Варшаве передать, то достаточно быстрый вариант подойти на автовокзал и попробовать попросить водителя автобуса взять передачку. Ежедневно из Варшавы в Минск едет от пяти и больше автобусов. Тогда лекарство уже через сутки будет в Минске. Плюс 3-4 дня на пересылку СДЭК в Москву."
"2025-03-10 20:40:42","@ Alumni Association (AAA)","Irina","Да, поэтому ищу в идеале кого-то, кто летит в Москву 🫠"
"2025-03-10 20:39:45","@ Alumni Association (AAA)","Paul","Мог бы попробовать помочь, но сроки очень жёсткие. Через 7-10 дней лекарство сможет только в Минске оказаться. Потом ещё в Москву переслать время займёт несколько дней."
"2025-03-10 20:36:39","GPT/ChatGPT/AI Central Александра Горного","GPT/ChatGPT/AI Central Александра Горного","Nirvana привлекла 80 миллионов инвестиций на AI-страхование для дальнобойщиков

Страховая платформа Nirvana получает данные о передвижении грузовиков своих клиентов в реальном времени и обрабатывает их при помощи искусственного интеллекта. На основе этих данных компания предлагает водителям персональные страховые полисы. 

В недавнем раунде Nirvana привлекла 80 миллионов долларов при оценке 830 миллионов. В октябре 2023 года компанию оценивали в 350 миллионов долларов.

P.S. Про все крупные раунды в AI и не только я пишу в RoundBook. Первая неделя бесплатно.

https://techcrunch.com/2025/03/10/nirvana-keeps-on-truckin-with-80m-at-a-830m-valuation-for-its-ai-powered-insurance/"
"2025-03-10 20:36:13","@ Alumni Association (AAA)","Irina","В течение 7-10 дней"
"2025-03-10 20:22:32","СЕАНС","СЕАНС","[Video] На Mubi вчера состоялся цифровой релиз нового короткометражного фильма Павла Павликовского «Муза». 

Наслаждаемся трейлером и постером, пока ждем это кино в открытом доступе."
"2025-03-10 20:08:03","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","[Photo] Фестиваль (RE)ANIMATION в Никшиче 

С 20 по 22 марта в Никшиче пройдет первый в Черногории фестиваль анимационного кино и иллюстрации, организованный в рамках выдвижения Никшича на звание Европейской культурной столицы 2030 года. 

‼️ Будет бесплатный трансфер из Подгорицы и Цетинье до Никшича 

🌟 В программе — показы лучших европейских анимационных фильмов последних лет, открытие Никшичского салона иллюстрации и анимации, лекции, мастер-классы и дискуссии с участием известных локальных и зарубежных специалистов. 37 лучших иллюстраторов и аниматоров Черногории поборются за денежные призы. 

Программа, известная на данный момент: 

◆ Открытие Никшичского салона иллюстрации и анимации 
   ЧТ, 20 марта 19:00

◆ Показы европейских анимационных фильмов (2017–2020) 
   ЧТ, 20 марта 20:00 и ПТ, 21 марта 20:00 

◆ Мастер-классы и лекции 
   ПТ, 21 марта 19:00 — Специальный гость SHOLIM (Милош Райкович)  

🐾 Информации о билетах пока нет 
➡️ Все подробности будут появляться в инстаграме фестиваля: @reanimacija.nvu 

🚌 Будет организован бесплатный транспорт из Цетинье и Подгорицы  

📍Никшичский театр, Никшич 

#выставка #фестиваль #кино #никшич #черногория #афиша #афишачерногории 

——— 
Афиша Черногории   
https://t.me/monteafisha 
Добавить анонс бесплатно: t.me/montecult"
"2025-03-10 20:05:40","Йога🇱🇰sri lanka","Dmitri Brekhov","The Jungle view"
"2025-03-10 20:00:10","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале, где 1 - очень плохо, а 5 - отлично. Как ты себя чувствуешь физически? Оцени свое эмоциональное состояние от 1 до 5. Насколько интересен был день сегодня? И тревожит ли тебя что-нибудь? Оцени это также от 1 до 5."
"2025-03-10 19:25:35","Йога🇱🇰sri lanka","Svyatoslavovna","Добрый вечер, я провожу медитацию в Велигаме"
"2025-03-10 19:19:45","Meduza Breaking","Meduza Breaking","[Photo] «Операция „Труба“»
Армия РФ наступает в Курской области. Она отбила несколько сел и вышла в тыл ВСУ по газопроводу. Что об этом известно? Видео 

https://meduza.io/video/2025/03/10/operatsiya-truba-armiya-rf-nastupaet-v-kurskoy-oblasti-ona-otbila-neskolko-sel-i-vyshla-v-tyl-vsu-po-gazoprovodu"
"2025-03-10 18:55:14","Йога🇱🇰sri lanka","Alena","И медитация у океана утренняя, было так же объявление и пропало("
"2025-03-10 18:53:27","Ширяев и Ширяев","Ширяев и Ширяев","Резня в Сирии ставит вопрос о силе государства
Валерий ШИРЯЕВ

В Сирии которые сутки идет резня. Как обычно на Востоке победившие начали утверждать свою власть обысками и арестами, быстро перешедшими в грабежи и расправы. В районах, населенных алавитами (религиозное меньшинство, к которому принадлежит Асад и его клан) в ответ на насилие начались спорадические партизанские действия.

В ответ на стрельбу началась резня. Даже по самым скромным подсчетам такой ангажированной антиасадовской организации как «Сирийский центр мониторинга за соблюдением прав человека» (Великобритания) убито более тысячи гражданских лиц. Новые власти - вчера еще террористы - не в состоянии контролировать насилие, к которому сами и прибегли.

Сила государства измеряется в первую очередь не масштабом репрессий, а именно способностью контролировать свое собственное насилие. Известно, что правительство Османской империи планировало переселение армян, приказы об убийствах чиновники отдавали устно. Но вал убийств так быстро набрал силу и орды исполнителей, что первоначальный замысел переродился в геноцид. Никаких сил остановить его у Стамбула не было, даже если бы он этого захотел.

Вопрос о силе власти встанет и перед Киевом с Москвой, если им удастся договориться о прекращении огня по линии фронта (в чем я лично сомневаюсь). Насколько способны правительства держать в узде своих младших командиров? Эксцесс исполнителя - законный спутник подобного конфликта. Ненависть по обе стороны окопов такова, что никаких наблюдателей не хватит."
"2025-03-10 18:52:17","Йога🇱🇰sri lanka","Alena","Добрый вечер! Есть йога в Велигаме? Видела тут объявление было йога по пятницам в 17:00, но оно уже удалено ("
"2025-03-10 18:44:25","СЕАНС","СЕАНС","[Photo] 12 марта на «Ленфильме» — второй показ из цикла «Режиссерские среды». Константин Лопушанский представит важный фильм середины нулевых — «Гадкие лебеди» по мотивам одноименной повести братьев Стругацких.

Меланхоличный писатель едет спасать дочь в загадочный город-призрак, залитый водой, населенный одаренными детьми и их учителями-«мокрецами». В этой яркой апокалиптичной картине есть на что посмотреть и что обсудить. 

«Сеанс» в 2006 году выпустил сразу несколько текстов: о своевременности и контексте пишет Елена Фанайлова. О том, как Лопушанский переосмысливает повесть Стругацких, рассказывает Павел Кузнецов."
"2025-03-10 18:18:10","POLEZRENIYA","POLEZRENIYA","[Photo] Продолжается набор на новый поток курса «Цвет», старт 14 марта.

Рассказываем про серии и проекты, над которыми работали участники, и сегодня покажем фрагмент серии Тимура Кемельбаева «Ир-атлык».

Воспитанный мамой и бабушкой, автор часто задавался вопросом: что значит быть мужчиной? Где проходит граница между силой и уязвимостью?
Тимур размышляет о маскулинности не как о заданной норме, но многослойном, подвижном понятии, где мужское собирается из личных ощущений, фрагментов воспоминаний, пережитого опыта.

→ Узнать подробности и присоединиться

⚪️"
"2025-03-10 18:09:29","The Edinorog 🦄","The Edinorog 🦄","Отсмотрел 165 стартапов зимнего батча Y Combinator. Делюсь уловом. Часть 1

Провел несколько часов, листая в браузере вкладки со стартапами из зимнего батча Y Combinator (W25). Во-первых, мне было интересно, есть ли там проекты от наших фаундеров. Под «нашими» я имею в виду выходцев с постсоветского пространства. Во-вторых, хотелось понять, осталась ли жизнь за пределами AI или в YC теперь только AI-проекты.

Сразу скажу, что AI-проектов очень много. Думаю, около 70-80%. Но я их изучал только мельком, если в них не было наших фаундеров. Хотелось больше посмотреть на «олдскульный» мир за пределами AI. 

Хотел вам все находки в одном посте собрать, но их оказалось много. Давайте сегодня про наших фаундеров, а завтра вторую часть.

>>> Часть два

Fira. AI-ассистент для инвесткомпаний, который помогает аналитикам тратить меньше времени на исследование компаний. Его делают Алексей Тактаров и Александр Ткаченко. Первый был сооснователем конструктора резюме Resume.io, который в 2021-м купила американская Talent Inc. А второй — забутстрэпил трекер для портфолио крипты Hodler и продал в 2022-м, а потом делал аналитический блокчейн-стартап Hashscan.

Cardamon. AI-ассистент для финансовых компаний, который помогает им определять, под какое регулирование они подпадают. Тут среди основателей Дмитро Астахов. Последние 4 года он работал разработчиком в Revolut, а в этом году решил заняться своим проектом. Его кофаундер тоже из Revolut.

Splash. Они разрабатывают беспилотные катера, которые можно использовать в армии или для охраны разных объектов, вроде нефтяных вышек или морских терминалов. Вот видео про них. Среди кофаундеров — Иван Аванесов. В LinkedIn он пишет, что русский для него родной, но он как минимум со школьных лет живет в США.

Red Barn Robotics. Эти чуваки разрабатывает робота, который может помочь фермерам бороться с сорняками. Он ездит по грядкам и удаляет сорняки, а полезные растения не трогает. Среди кофаундеров — Илья Кельнер. Он тоже в LinkedIn указал, что русский для него родной. Но как он попал в США, я не смог узнать. Но у него любопытная карьера — разрабатывал Xbox в Microsoft, потом Starlink в SpaceX, потом автономные авто в Nvidia. И вот теперь роботов стал разрабатывать.

Mentra. Тут на «нашесть» фаундера указывает только его имя — Александр Израилов (других подтверждений я не нашел). Но уж очень интересная тема у проекта. Они разрабатывают оперсорсную операционную систему для умных очков. А до этого у Александра был опенсорсный проект самих умных очков (OpenSourceSmartGlasses). И вот они утверждают, что железо уже готово, теперь очередь за ОС. Уж сколько над этими умными очками все бьются, но что-то никто прям массового продукта и не сделал пока.

Leaping AI. Чуваки делают голосовых AI-агентов для колл-центров — например, для служб поддержки или отделов продаж. Уж казалось бы, сколько этих голосовых AI, а вот все-таки прошли в Y Combinator. Проект утверждает, что у него у единственного само улучшающиеся AI-агенты. Здесь среди фаундеров Аркадий Телегин. Он уже довольно давно живет в Германии, а вот этот проект Leaping AI они мутят с 2023-го года.

P.S. Ох, чую, что в нынешние неспокойные времена мне за «наших» сейчас прилетит в комменты😀Но в подборке есть парни из России, Украины, Беларуси, у одного среди языков указан казахский, а у кого-то, возможно, еще родители переехали в США. Хочется просто поизучать их проекты и порадоваться, что они попали в YC и все у них неплохо. Может для кого-то их опыт станет примером и мотивацией, а для других поводом как-то посотрудничать или советов спросить. 

@TheEdinorogBlog — тот самый канал про стартапы🦄"
"2025-03-10 18:08:01","Журналус лайт","Журналус лайт","[Photo] 🙂 25 правил визуального дизайна, которые можно смело применять в любом проекте

Оди перевели статью Энтони Хобдея, в которой вы найдёте ответы на вопросы о том, какое значение яркости и насыщенности задать цветам в дизайне, какова оптимальная длина строки, как расположить элементы в зависимости от их визуального веса, правильно выбрать цвет для обводки контейнера, рассчитать значения для создания аккуратной тени, определить размер внешних и внутренних отступов и многое другое.

#статья@zhurnalus_lite #перевод@zhurnalus_lite"
"2025-03-10 18:05:05","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","[Photo] Экскурсия по выставке Дадо в Подгорице 

В пятницу, 14 марта в 11:00, в Подгорице — экспертная экскурсия по выставке Миодрага Дадо Джурича «Ангелы из Черногории». 

💬 На сербском языке 

📅 Сама выставка открыта до 24 апреля. 

Во время экскурсии посетители познакомятся со всеми этапами творчества художника. 

🧬 Дадо (1933–2010) — французский художник-сюрреалист черногорского происхождения. 

Выставка включает крупноформатные работы, признанные лучшими примерами творчества Дадо. Экспозиция охватывает все этапы его художественной карьеры, позволяя глубже понять стиль и эволюцию мастера. 

👀 Больше работ Дадо: https://tinyurl.com/2wmjrwtm 

📍Montenegrin Academy of Sciences and Arts, Подгорица 

#выставка #подгорица #черногория #афиша #афишачерногории 

——— 
Афиша Черногории  
https://t.me/monteafisha 
Добавить анонс бесплатно: t.me/montecult"
"2025-03-10 17:56:21","СЕАНС","СЕАНС","[Photo] Книга «О кино и о времени» — в редакции

Кинотексты, написанные Аркадием Ипполитовым для журнала «Сеанс», собраны под одной обложкой и дополнены коллажами Петра Лезникова, где классические фильмы встречаются с классическими работами старых мастеров. Книга очень красивая, оформить заказ можно здесь — https://shop.seance.ru/ippolitov-cinema-time

Предисловием изданию послужил рассказ Любови Аркус об ушедшем друге —  https://seance.ru/articles/ippolitov-arkus-2025/"
"2025-03-10 17:45:04","Йога🇱🇰sri lanka","Настасья","Добрый вечер) под скажите, пожалуйста, на мирисе есть йога?"
"2025-03-10 17:34:59","Своя туса в Грузии","Anna Ivannikova","[Photo] Всем привет! Продолжу тему работы 😁

Мы сервис по подбору менторов для цифровых и графических дизайнеров duo sapience и сейчас мы ищем в команду человека, который будет отвечать за опыт взаимодействия с нами наших клиентов — сопровождать процесс работы менти с менторами от старта до выпуска. Это можно назвать customer experience, но мы называем это mentee relations manager.

Что для нас важно в кандидате:
- опыт в HR и карьерном консультировании;
- знакомство со сферой дизайна или даже опыт в ней;
- опыт работы в образовании;
- навыки продаж.

Duo Sapiens объединяет людей, которые развиваются в профессии и хотят развивать других, если тебе интересно работать с нами, напиши мне врабочий тг @hr_duosapiens о своем опыте и почему и почему мы подходим дург другу 💛

Буду благодарна за репосты 🙏"
"2025-03-10 17:22:05","Дефект Кулешова","Дефект Кулешова","[Photo] Паблик-токи, подкасты, культпросветы, лонг-риды — попытки, безуспешные, изъять из реальности все буквы. Оставить одни пробелы. Не дать им потом слиться в один. 

Прощаешься с речью. 

А тебе, может, за четвертый десяток, ты поддерживаешь юных, даешь им слоты, опыт, слова. Не ложишься вовсе. Сон — внештатный сотрудник, пусть принесет в твои грезы фото Человека-Паука. 

Пусть повезет этим ребятам. Один талант на 17 человек, мальчиков и девочек. Они носят наготу с пепельными волосами и бунтуют, митингуют, бросают бонзам вызов.

С цифровыми камерами, молескинами, оптикой, откалиброванной в доме престарелых. Аудитория прокламаций, фан-зинов и джджджармена. 

Пусть твои дети наиграются в Россию. 

Пусть эти матросы из Кронштадта по твоим слезам поплывут в светлое будущее."
"2025-03-10 16:59:20","GPT/ChatGPT/AI Central Александра Горного","GPT/ChatGPT/AI Central Александра Горного","Минюст США снова призвал Google продать Chrome

Министерство юстиции США при новом президенте не изменило свою позицию относительно монополии Google и снова призвало компанию продать браузер Chrome. 

«Незаконные действия Google создали экономического гиганта, который сеет хаос на рынке, гарантируя, что Google всегда будет побеждать, что бы ни случилось», — говорится в заявлении министерства.

При этом государство больше не просит Google отказаться от инвестиций в AI, включая долю в Anthropic стоимостью в миллиарды долларов.

https://techcrunch.com/2025/03/08/new-doj-proposal-still-calls-for-google-to-divest-chrome-but-allows-for-ai-investments/"
"2025-03-10 16:18:47","СЕАНС","СЕАНС","[Video] С 28 по 30 марта три ключевых фильма Аньес Варда — дебютный «Пуэнт-Курт», легендарный «Клео от 5 до 7» и безжалостное «Счаcтье» — покажут на большом экране в России. КАРО.Арт совместно с компанией RWV Film привозят классику в Москву, Санкт-Петербургу, Краснодар, Новосибирск, Екатеринбург и Пермь.

О кино — черно-белом и цветном, документальном и игровом — главных людях своей жизни, феминизме и «новой волне» Аньес Варда рассказывает на сайте «Сеанса» – https://seance.ru/articles/agnes-varda-book/

«У меня никогда не было плана. Я жду, пока что-то станет настолько привлекательным, что я должна это сделать. Поэтому мои фильмы такие разные. Любопытство — хорошая черта»"
"2025-03-10 16:03:13","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","[Photo] Симфонический оркестр в Подгорице 

В пятницу, 14 марта в 20:00, в Подгорице — концерт Черногорского симфонического оркестра «Шелковый путь». 

В программе: 
✱ Чэнь Ган, Хэ Чжаньхао: Концерт для скрипки с оркестром «Влюбленные бабочки» (1959) 
✱ П. И. Чайковский: Симфония №4 фа минор, op. 36 

Солистка концерта — Сьюзан Тан (скрипка), дирижер — Мухай Тан. 

🐾 Билеты — 10€, для студентов и пенсионеров — 7€. 

Билеты — в кассах по будням 9:00–15:00
Информация и бронирование — по тел. кассы 068004900

📍Muzički Centar Crne Gore (большой зал), Подгорица

#концерт #музыка #подгорица #черногория #афиша #афишачерногории 

——— 
Афиша Черногории   
https://t.me/monteafisha 
Добавить анонс бесплатно: t.me/montecult"
"2025-03-10 16:03:01","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","366 Физико-математический лицей Московского района объявил запись на тестирование для поступающих на вакантные места (в частности, в новые конкурсные 5-е классы) в первую волну. Запись здесь: 
https://forms.yandex.ru/u/678746124936399bc849468e/

Подробности: http://fml366.spb.ru/"
"2025-03-10 15:37:56","Волны","Волны","[Photo] Бицираев Саид 
Автопортрет в интерьере. 1989"
"2025-03-10 15:33:27","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","О ФИЗМАТАХ Санкт-Петербурга: физмат-лицеи городского набора - 239,30,ФТШ,АГ СПбГУ, Аничков лицей","[Photo] 15 марта в 11:00 Академия успеха вновь открывает свои двери для родителей, заинтересованных в качественном и современном образовании своих детей 🚀

Помимо общения с Татьяной Борисовной, директором Академии, Вы сможете познакомиться с педагогом математики будущих 5 и 6 классов, Дунаевским Александром Аркадьевичем, и с одним из педагогов, набирающих будущий первый класс, Бортниковой Мариной Петровной

Расскажем обо всем важном: программе, Педагогах, процедуре поступления, олимпиадах и конкурсах, экскурсионной программе, кружках и питании. Ответим на Ваши вопросы.

Для участия, пожалуйста, зарегистрируйтесь по ссылке https://forms.gle/LwEDA6mvtP98QY7h7

До скорой встречи!
akademiauspekha.ru

Реклама: ООО «Центр развития и творчества «Успех.Дети», ИНН 7841093302, ERID 2Vtzqw8Dstb"
"2025-03-10 14:11:55","Йога🇱🇰sri lanka","Надежда Львова","2 или 3 тысячи. Можете написать в вотсап и спросить"
"2025-03-10 14:09:27","Йога🇱🇰sri lanka","~👩🏼‍💻 Nootka","А цена?"
"2025-03-10 14:06:59","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","Афиша Черногории ☮️ теперь вы знаете, куда пойти! Концерты, выставки, карнавалы в Черногории — openmonte.com","[Photo] Чтение и валяние шерсти в Будве 

В пятницу, 14 марта в 16:30, в Будве — встреча литературно-фелтингового клуба для взрослых и школьников с 10 лет «Пробуждение муми-троллей». 
 
🎀 Муми-тролли засыпают каждую зиму, а весной просыпаются, чтобы встретить новый, прекрасный мир. Давайте создадим из шерсти этот момент пробуждения — наполненный светом, нежностью и предвкушением чудес — и почитаем вслух книжки Туве Янссон. 

🥸 Занятие проведет Хэлен Пинигина — филолог и преподаватель английского языка с многолетним опытом, увлеченный миром литературы.

🐾 Стоимость: 10€ 
➡️ Регистрация: https://t.me/AuditoriaBudva 
Количество мест ограничено

📍Auditoria (здание Moj Lab, вход — напротив пожарной станции), Будва 

#мастеркласс #книги #будва #черногория #афиша #афишачерногории 

——— 
Афиша Черногории  
https://t.me/monteafisha 
Добавить анонс бесплатно: t.me/montecult"
"2025-03-10 14:05:16","Руки Брессона","Руки Брессона","[Photo] КИНОСАЛОН «Худший человек на свете» | 12.03 | 19:30 | совместно с Едва Знакомы
 
Романтический норвежский мамблкор, ставший открытием Каннского фестиваля. Обсуждаем с кинокритиком, редактором film.ru Настасьей Горбачевской.
 
«Бэмби на льду», — так говорит героиня сама про себя, и здесь хочется молчаливо согласиться. «Худший человек на свете» имеет все шансы стать культовым фильм о тридцатилетних. Это вроде бы драма, но в ней много забавных сцен. Это кино о красоте и трагедии обычной жизни. И взгляд со стороны на совершенно настоящую и будто знакомую героиню кому‑то поможет более здраво оценить и проработать свои переживания. Или просто получить удовольствие от приятных героев и красивого путешествия по Осло.
 
*показываем в оригинале с русскими субтитрами при поддержке Arthouse&Mainstream

🍽️ С меню вечера можно ознакомиться в таймпаде

🗓️ 12 марта 19:30
🎟️ Билеты
📍ODMO | Большой Трехсвятительский пер. 2/1 стр1 | Как нас найти 

🚨покупайте билеты только через timepad"
"2025-03-10 14:02:20","Руки Брессона","Руки Брессона","[Photo] 12 марта в 19:00 состоится показ  киноклуба.

Программа: 
""Девушка Роза"" - режиссер Полина Капантина.
Послушница женского монастыря, пережив изнасилование, пытается вновь обрести Бога.

""ecocalypse"" - режиссер Яна Черкасова.
Совместное рассуждение с чатом-гпт в формате мокьюментари об альтернативной жизни, в которой природа после долгого взаимодействия с человеком наконец отделилась от него и живет сепарированно, но с последствиями.

""Серия домашнего сериала"" - режиссер Кирилл Хван.
Молодой человек собирается нанести визит родственникам, но к несчастью, на его пути встают глубокие сугробы и сгущаются тучи.

""U"" - режиссер Станислав Чудаков.
Всегда сложно начать...
Попасть 
В ту... 
точную интонацию 
В то... 
звучание     
В ту особую длительность 
Что породит то самое... 
Начало
начало чего... 
Это 
Начало 
Начало чего? 
U

Регистрация
Вход свободный. 
12 марта, среда, 19:00
Адрес: Москва, ул. Правды, 24/11
Куратор Эдуард Закиров"
